Review,NPS
" Frankfurt to Bogota. Flight was overbooked. Worse was the behavior of the lady at the counter who welcomed us by saying that it was a difficult situation because we were arriving ""pretty late"". Of course we were on time - even one hour earlier. Long story short some others accepted to leave in exchange of money and we could board but we're sitting apart for 12 hours.",Detractor
Thai Smile BKK-UBP in economy. Very pleasant and efficient service for this one hour domestic hop. Far superior choice than either Nok Air or Thai Air Asia out of DMK. Suvarnabhumi is much easier and more civilised than Don Mueang and much more convenient if you have an overseas connection. Check in was relatively easy short queues through security and spacious comfortable concourses and gate seating. Clean comfortable A320 with attentive efficient service. Far superior to the old Ryanair B737s flown by Nok Air on the DMK-UBP route. Would recommend.,Promoter
"  Although these were two very short flights with LOT from Stockholm to Ljubljana via Warsaw, was impressed with their seat pitch in economy. Was very comfortable, both on the E70 and the Dash 8. Moreover, the transfer at Warsaw airport was efficient. A great consideration for European flights.",Promoter
Chicago ORD to Boston. They got me to where I wanted to go at a reasonable time at a reasonable price. Can't blame American for the delay. I didn't expect free food or free alcohol. B737-800 was fine and so was the crew.,Passive
I wish I had read the reviews before booking Vueling. It's the same story. We were supposed to arrive in Florence on Tuesday 4th August 2015 at 18.55. Instead we arrived in Bologna on Wednesday 5th August at 15.00 and then had to sit on a bus for 2 hours in order to arrive at Florence airport at 17.00. 22 hours late. Throughout these 22 hours we never knew what was going on. The ground staff at Gatwick didn't know either. We never once saw a Vueling rep. A complaint is also going to British Airways as I booked the tickets through BA.com. All BA could say was that the flight was operated by Vueling. I strongly advise BA to stop selling Vueling tickets. Another complaint is going to Swissport who are contracted by Vueling as ground staff. They were rude and unhelpful. Obviously not happy with Vueling but no need to take it out on the passengers.,Detractor
Prague to Helsinki return connecting further onto domestic flights. Finnair still provides a very decent service on its European routes even though they've not been immune to aggressive cost cutting which has affected the service somewhat. Asking 8 â‚¬ for a pre-assigned seat is shameful but if you're patient you can choose your seat freely (even exit row!) during online check-in. On the upside flights were on time (even despite some delay on departure) and legroom on the A320 family is good. Water soft drinks and tea/coffee are offered free of charge there's food (cold but very tasty) even on a 2 hr. flight,Promoter
" London Heathrow to Islamabad via Doha. My father passed away following a brief illness in Pakistan. So I had to move fast and glad to have chosen Qatar Airways. They were incredibly understanding and went above and beyond to take me over and back in time. Excellent service through and through. I hope that Qatar Airways can maintain their absolutely brilliant standards, they really value their customers regardless of anything else. Well done to all staff.",Promoter
  Miami to Dallas. Very friendly and professional staff but I will probably never fly American again. My fiancÃ© and I didn't get to sit by each other on 2 of our 3 flights even though we booked back in March. Probably wouldn't have bothered me as much if we hadn't been over 7 isles away from each other and if I hadn't learned that the couple next to me has just booked their flight and were able to be next to each other. If you don't have tons of money for better tickets I do not recommend this airline because they obviously only care about the dollar.,Passive
" Bangkok to Gatwick via Doha. We were having a light snack and a drink before boarding the aircraft at Bangkok airport with plenty of time for us to get to the gate (50 minutes). We saw on the airport screen that the flight was closing, we ran thinking that we had missed the flight. This was 45 minutes before departure. We got to the gate at the same time as many other passengers rushing to get there. We felt badly treated as there was no reason to rush us that way when the plane was not ready to leave.",Passive
" Dubai to Frankfurt. I upgrade from Premium economy to Business by cash - this was smooth via LH homepage. As I am Star Alliance Gold I used the SEN lounge in Dubai - LH offers a consistent lounge product but food & beverages are very average in Dubai- if at all. At least the lounge is nicely furnished. Boarding was quick and the ""Old Lady 747"" was full in business. The seat is comfortable - but it offers no/limited privacy and on the lower deck it has an outdated 2-3-2 configuration - can it get any worse? Their sister airlines Swiss and Austrian offer a much better layout already. Anyhow I got a good sleep for almost 5h as the seat converts in a fully flat bed. I waived the late dinner and had only the breakfast - unfortunately nothing to remember. The inflight entertainment is technically advanced - the selection on music is the worst from all airlines I have flown. The movies though are OK. Overall the experience is OK - but far away from 5 star.",Passive
"My wife stepson and I chose this airline because I naively though they were trying to encourage travel to China how wrong I was. My wife has a mobility problem we were told by airline staff at Pudong airport that they must have the supplied wheelchair now so my wife was without a wheelchair for over one hour whilst I arranged with the information desk for a replacement wheelchair - she was unable to look in the shops or go to the toilet during this time. The crew that I had dealings with were more concerned with the requests of Chinese people before the other passengers probably because they spoke little or no English. On all the trips we had problems with obtaining a wheelchair for my wife the worst incident being on our return trip when we were checking in at 9.30am we were informed that no wheelchair was available until 11am. After nearly 30 minutes of trying to communicate with staff with a poor understanding of English and asking to speak to a manager we finally obtained a wheelchair then the flight was delayed by over two hours after being told to arrive at the departure gate an hour before take off so we could enter the plane on ""priority"". At no time were we given ant information for the delay and gate change and having to read the "" Departures board"" or ask at the Information desk. I had no inflight entertainment for the last three hours of the journey from Pudong to Heathrow.",Detractor
"  Flew British Airways from Miami to London Heathrow on 15th January and the aircraft was filthy in Economy class. Pulled out the tiny TV from under the armrest and there was hair attached. Opened the armrest to retrieve table and the dirt was disgusting, this has been an accumulation over a long period of time. TV didn't work and after 3 hours into a 8.5 hour flight and the attendant trying to re-boot it 3 times I finally asked what could be done. I had paid extra for a seat that had extra leg room (seat 29A) as there is no seat in front and you could stretch right out. There was a seat free in Business class but the Manager on the flight made it clear that he was 'not allowed' to move me. I traveled business class on the outbound flight on 3rd Jan but did not feel that it was value for money. I will stick with Emirates or Virgin in the future as I know the aircraft are clean with good customer service. I logged this complaint onboard at the time but a week later still heard nothing, doesn't surprise me.",Detractor
Flew 2 short flights with Tarom and was not very impressed. Both flights ran to time and we were served a snack by a rather arrogant male cabin crew member. But on the 2nd leg both our seatbelts were faulty and although we were permitted to move one of the seats we moved to also had a faulty seatbelt. The cabin of this propeller plane was old and tatty.,Passive
Singapore Changi Airport to Harbin via Shanghai Pudong. Changi to Pudong Airport was A330 but it does not have individualised aircon duct for passengers. Food was fine. Inflight entertainment non-existent no radio programme even though headset is provided. Pudong to Taiping Airport an A320 food was fine (typical Chinese breakfast). Inflight entertainment the same for the previous trip. Staff service for both flights were fine.,Passive
"We booked a companion certificate through the old US airways. We missed the outbound flight and had to take an alternative one way flight. When checking back in for the original return flight, American said there was no reservation in the system. As a result of not making the first flight, American told us we broke the contract, they canceled our reservation without notification to us and we had to purchase another full fare one way flight to get home. In addition, we were stranded for two more nights in the airport hotel. This was insane! Who treats their frequent flyer passengers and credit card holders this way?",Detractor
"Our flight from Phoenix to Las Vegas with American Airlines was delayed for 30 minutes - we were in the air for about 15 minutes when it was announced that we must turn the plane around because it needed a new antenna. As we sat quietly on the ground, they eventually told us that the part they needed would be here by 2:00pm. The flight was suppose to leave PHX by 11:30am. As 2pm approached, they told us the mainentance wouldn't be here in time. They found another plane and had us head to that area of the airport. They told us to hurry over because the flight would board by 2:15 pm. 2:30 pm came around and we were still waiting to board and for a pilot to arrive. We boarded the plane at 2:45 pm. 3:10pm comes around and we still haven't moved. The flight attendant comes over the loud speaker and tells us there is another problem. We have now been on the plane for 4.5 hours and during this entire time, not one member of American Airlines staff has apologized for the inconvenience, nor comped anyone's troubles. We are now on the second airplane, while we wait for mainentance, a second time. I have never been on an airline in my life that was so disrespectful to their passengers. Excuse after excuse has occurred without any consideration for the passengers onboard. Think twice about booking a flight with them if you have to be anywhere important to be.",Detractor
"  Lisbon to Miami in Business. Delay 2 Hours, lost my connection - I assume that is just bad luck but I can't get a TAP plane on time. The plane is not new but in good condition, old screens and same different functions. The chair almost goes flat, so we can sleep well vs the majority of the TAP planes. The crew was good, efficient smiling good people good service on this flight. The food was decent, good to be honest at least what I did eat (cod fish) only 2 red wines but they are decent. Space for the bags, this one as space for the luggage, we don't need to fight in business to find a place for the luggage. A good flight, entertainment didn't work that well and no WI-FI on board, but the most important feature is the seat allows you to sleep.",Passive
CAI-IST. Flight departed on time. Clean and friendly crew. Food was of a good quality the only sad point is there was no entertainment program.,Promoter
"New Orleans to Fort Lauderdale with Spirit Airlines, and we've flown this route often. The crew is pleasant, the fares are great and the planes are clean. We often arrive early to our destination. You have to know that you will pay for extras but we seldom desire or require much during travel.",Promoter
"Manila to London via Abu Dhabi with Etihad Airways. Food fairly basic, especially the snack meal before landing which was pot noodles, and on another leg a pocket sandwich. Asian flight attendants were good and friendly, Eastern European flight attendants noticeably less friendly. Announcements in English were fairly unintelligible and pursers need to slow down and focus on pronouncing their words. A380 seats and toilets were better, cleaner and more comfortable than the Boeing 777. Entertainment system good. Price was very cheap which is of course good. Next time will fly Emirates as really hate Abu Dhabi airport",Passive
" Lafayette to Roswell via Dallas Ft Worth. My Mother and I had our flight cancelled which was fine. So we rebooked. While rebooking we didn't realize that we booked different flights. One on Tueday and one on Wednesday. They are for the same time, different days. We immediately noticed the error and contacted AA. They wouldn't even let us correct the error without paying 200 dollars. This is easily the worst service that I've received from an airline. We are so upset because now my Mom will have to drive 1.5 hours to the airport to pick me up. We will never fly American Airlines again.",Detractor
"The new Austrian luggage restrictions and payment for checked in luggage causes passengers to bring way too much luggage into the cabin, and the crew is not able to handle it in a good manner. Austrian should not be so cheap on the luggage allowance. It annoys passengers even they buy a ""good"" airline ticket, and then have to pay extra for a suitcase.",Detractor
" Kochi to Munich via Doha. Their booking and seat allocation system has changed for the worse this time. Seat allocation for 3 people incl a minor in 3 different rows. No seats open for selection during online check in. And the cabin crew has been the least helpful. First thing such a seating situation has not happened to us before and secondly even if it did in a rare case the cabin crew tried their best, asked single travelers around and adjusted seats for us to be together. We have been privilege club members for nine years and such loyalty didn't bring any value either. Looking for other options from our next travel on.",Detractor
"Flew Asiana economy on LAX-ICN-DEL route. A380 on LAX-ICN and A330 on ICN-DEL. The two things that I loved about flying Asiana A380 were: 1) low cabin noise. 2) generous seat pitch. During take-off, the noise is so low that it doesn't even feel that you are in a wide-body aircraft with four powerful engines. The USB power outlet is conveniently located on A380 to charge your mobile device. The flight timings and layover time of Asiana are perfect for anyone travelling from L.A. to New Delhi. Despite the fact that Asiana flies brand new A380, there is no wifi on LAX-ICN route.",Promoter
"  Dubai from Islamabad, I couldn't have tea because milk was not available. The food was tasteless. The trip back to Islamabad from Dubai was worse. After reminding the steward that I wanted eyeshades twice, I never got them! After landing in Islamabad, the next day I used Emirates online complaint system and wrote them a detailed picture of what happened. I get an email from Emirates in which I was addressed by a wrong name, indicating that the whole complaint reply process just involved cut and paste functions. Reply was ""we do appreciate you bringing this matter to our attention. Please accept my apologies for not having met your expectations",Detractor
Flew CDG-DTW on Delta code-shared flight. New AF seats are very uncomfortable compared to the ones before and less room for the legs. Food was OK though not particularly tasty or healthy. The flight was an hour late with no explanation and assistance at CDG (too few counters for check-in).,Detractor
June 2 2015. Spirit emails everyone about delays and gate changes but not about cancelled flights! My husband and I checked in got our boarding passes and waited at the gate only to be told that our flight was cancelled. We had to go back to ticketing get our flights changed get new boarding passes retrieve our luggage from baggage claim go through TSA again and waited at our gate. This flight was 3 hours delayed!! Yes it was a cheap flight. Yes I paid for baggage check-in. I never expected Spirit to be so inconsiderate about the first cancellation. Everyone in line with us waited for the emails but did not get them. Plus ticketing agents were clueless about the cancellations. Very sad. Very poor operations.,Detractor
"Manchester to Newark return with United Airlines, and I was very disappointed with this airline. On the outbound flight staff were grumpy, food was processed, the best part was cheese and crackers. We had a morning flight on the way to Newark and were served pasta for breakfast. On the return flight we was served dinner at 9pm USA time and 2am UK time. The lights in the cabin were left on until 11pm USA time (4am UK time), and were turned back on 2 hours later. I would have thought long haul flights would be accustomed to helping their passengers by promoting sleep when changing over time zones! Again, the food was horrible on the return flight, I will not fly this airline again.",Detractor
"  Paris Orly to Nice. easyJet has fantastic staff and is a great airline. Arrived super late at the gate and had already closed the corridor but the ground staff still let me in the place since the plane door hadn't been closed - couldn't have been happier because that was the last flight for the evening. Overall very nice flight, wide seats, very newish planes and probably one of the best airlines in the world in their category. Of course you pay for food and drinks but for short distance flights, it's really not an issue considering that planes are new and on time. Congratulations to the ground staff in Paris-Orly for being so good.",Promoter
" Los Angeles to Kona. Despite ridiculously cramped seating for a five hour plus flight Delta delivers a decent product. 12 cramped seats that resemble coach of not too long ago do little justice to the term first or even business class. The crew, however, went a long way in making up for an insulting hard product. The entertainment, other then the pathetic head phones, is excellent with many choices. The food was decent but hardly premium in any way. Also,they offer Wi-Fi which is rare to and from the islands.The executives who ok all this ought to be ashamed and also very grateful to their wonderful crews.",Passive
Self Check-in is easy for use but unfortunately not cover most abroad airport (e.g. CDG France). Manual Check-in is a little slow. Meal is very good even for economy class. The staff attitude and friendliness is impressive. And the flight is very comfortable.,Promoter
I was very impressed with Vueling. The flight was Seville to Venice with stop over in Barcelona. All the flights left ahead of time and we arrived 20-25 minutes before Schedule. People were very nice. Seats were cramped but something to be expected in bargain flights. I definitely recommended Vueling.,Promoter
" Milan to Stansted. This is the worst of the budget airlines. Tatty planes, horrible over priced food on board, frequently delayed and a multitude of hidden costs. Don't let you board early if you have young children (even babies) If travelling a budget airline Easyjet is miles ahead. Also let you board early with babies.",Detractor
DL1954 on 12/30 and DL1910 on 1/1/14. Checking in with first class with Delta was nice because we got advanced security clearance. The rest was disappointing. I guess I am used to first class with American. Snacks offered were like sombody's left over Halloween treats. There was no music or entertainment offered.,Passive
" Toronto to LHR and LGW to Toronto return in WT+. Finally, BA has moved back into it's own lounge which has been refurbished with new furniture. However, Premium Plaza still staff and operate the lounge. Food was ok â€“ but the drinks choices remain poor. Slick boarding and a full PE cabin on a 777. Water and juice offered on boarding but still no prosecco offered on flights TO London. (apparently 3 are loaded in London for the O/W leg but none for the return.) Friendly mixed fleet crew who offered good service. Fast bar service followed by Veggie pasta or chicken stir fry offered which was foul. salty, dry and overcooked with reheated rice and mushy vegetables. The salad is a nonsense â€“ a few leaves and a tomato slice. Pudding was sickly chocolate sponge thing which was gross. Got a couple of hours sleep. However the IFE froze after take off due to the PA system remaining locked on and preventing the IFE from working. A reset halfway through the flight worked, though two loud renditions of Delibe's â€œflower duetâ€ burst out throughout the aircraft twice waking everyone up. The standard T&Cs and juice and the pretzel roll with cream cheese offered before landing. I continue to be amazed this breakfast is offered as so few people accept or eat it given how awful it is. (BA should be embarrassed that it's even offered) After leaving Toronto 5 mins late, we arrived 5 early at the gate at Heathrow which was welcome along with fast bags. For the return leg, I took the seasonal LGW to Toronto flight which was a couple of hundred bucks cheaper. An upgrade to Club World was a pleasant surprise. Fast check in at LGW but slow slow slow security â€“ even in the fast track lane. Gatwick Airport sell Â£5 premium experience and so the lane was full of folk paying 5 quid mixed in with BA Fast track customers. Excellent lounge once again with a good choice of food, and champagne available as a help yourself. Efficient boarding and a great reception from the Gatwick cabin crew. A fast offering of champagne (with a top up) before take off though the old safety video was still showing. The Gatwick crew remind me of long haul crew from Heathrow â€“ more experienced, faster and a more relaxed service than mixed fleet crew at who follow service to the letter which results in a slow and impersonal service. Fast bar service once airborne, followed by the old Biz food service. Overcooked steak (again) alongside jerk chicken and a veggie option. Plenty of wine and drinks along with T&C. After a pleasant 3 hour nap, I woke to afternoon tea which was the standard old offering minus the clotted cream â€“ off the menu due to supply issues. At the gate early and fast bags too. This club flight was weird in that its hybrid in nature and in transition to the new biz service. So new toiletries and bedding but the old menu. I hope Gatwick catches up so BA don't (unintentionally) promote two levels of Biz service with LGW being the poor relative. On the O/W leg, premium economy was in desperate need of a revamp. The food is truly awful â€“ both dinner and breakfast, and it really wouldn't take much to add better food, bedding and an enhanced drink service as BA really lag behind Air Canada on this route with premium economy. I do not regard the experience as a premium economy service other than the seat. All that said, I felt that BA is regaining it's mojo with great crew, improved on board experience (cuts reinstated) and on time performance. Long may this improvement last!",Promoter
" Seoul to Moscow. Flown Aeroflot a few times until I faced a strange problem due to their pet carriage rules. Travelling alone from SVO to CDG and back I need to take 2 small dogs with me. The flight is not long, the dogs are min pins and the problem is that I do not have travel companion to take the dogs with me. If I put 2 doggies in one crate the combined weight will exceed 8 kg limit (by approximately 1 kilo!!!!",Detractor
Orlando to Washington with Frontier Airlines. My first flight in 3 years and a fear of flying. Checkin was simple and fast. Staff friendly and nice. Could not have had better experience on both flights. Thank you Frontier for giving me the courage to fly again and the little reminder from flight attendants that I was safe - will fly Frontier whenever possible.,Promoter
"BA 138 13/5/2015. BA 273 13/5/2015. Just completed my first BA Flight in Club World. The experience can be summed up in a single word - ""pathetic"". The flight taxied and took off with passengers sleeping with their seats flat in the centre ""couples seat"". The crew was totally indifferent. The light meal post take off was offered only to passengers in the aisle seats for reasons best known to the crew. If you are seated in the centre ""couple seats"" you have to be either an acrobat or a gymnast to access the toilets as you have to jump over a sleeping passenger in the aisle to get there. The buggy requested to transport us to the lounge at Heathrow as my wife had just had surgery showed up but the lady driving it decided we did not need it and walked off as a result we had to trek for 2 hrs to clear security and reach the lounge. Will never travel BA again.",Detractor
EasyJet are getting better. Just flew to Geneva and back paid for premium seats and speedy boarding (it wasn't that much extra) and it was well worth it. Does what it says on the tin!,Passive
Got upgraded to business class on the Auckland-Apia (Samoa) flight. Although these seats are the old style recliner type they were comfortable enough for the 4 hour flight. Cabin staff were excellent. Had the bacon roll for breakfast great taste. Flew back a week later in economy on an Airbus. As always flying Air NZ is a great experience.,Promoter
" I had a pleasant flight with Air France. On the short-haul flight from Hamburg to Paris, I was served a snack and a drink, seats were comfortable with an okay-pitch. Ground personell were friendly, same counts for the crew. No entertainment system, which is okay compared to the duration of my flight. I only had one hour to reach my connecting flight in CDG (which is really the Minimum time-span you should count in when changing planes in CDG) and the Air France personell gave me detailed information on how to get to my gate the fastest way possible and made sure that I could exit the plane before the other passengers as we had a 20 minutes delay. All in all a good flying experience.",Promoter
" We had planned a quick 4-day getaway thru Expedia with our two kids to Puerto Vallarta for spring break. The flight to Mexico was with Aeromexico (in partnership with Delta). We arrived at the MSP airport the morning of departure and the parking garage was full so we were directed to park at a different airport, which we did, but had to take two light rails and drag two kids and our luggage up and down countless escalators and long corridors before we reached the Delta desk to check in (nearly an hour later). We had checked in online the night before and just had one suitcase to check but due to the parking debacle we were told it was now too late to check in and we were sent to the Delta special services desk. We waited in line there and were eventually told that she couldn't help us either, that it was too late to check in and since we had booked thru Expedia we were told we had to call them. We found chairs at the entrance to the airport and started calling to see if we could get bumped to the next flight. After time spent on hold, Expedia told us we had to call Aeromexico, which we did but were told that their computers were down and so they would have to call us back. We were continuing to make calls to see if anyone at Delta, Expedia or Aeromexico could help when someone I knew entered the airport thru the entrance we were seated at. We came up with a â€˜Hail Mary' idea of consolidating our luggage into our carry-ons and sent our one big (now empty) suitcase home with her husband, who had just dropped her off at the airport. This allowed us to race thru security (having to dump a couple items we had neglected to remove in the haste of re-packing) and ran thru the airport to our gate, only to have missed the boarding cut-off by 10 minutes. We were sent to the Delta customer service desk and she too said she couldn't help us because we had booked thru Expedia. So we spent the next three hours on the phone attempting to get on either the next flight out or the same flight the following day. Initially Aeromexico told us that they could rebook us and that we would have to pay an extra $215 per ticket, but no one at Aeromexico seemed capable of completing that task. While my husband was on the phone with them, I was on the phone with Expedia and eventually was connected with a manager who tried to help by speaking with Aeromexico. In the two hours we were on the phone the news kept getting worse. In the end, Aeromexico refused to rebook our flights because even though we called them before we had officially missed the flight, they said that since we â€œno-showedâ€ they had since forfeited our return flights (which were actually thru Delta) and now, hours later, if they rebooked our flight to Mexico, there weren't any available flights to get us home. To add insult to injury, they refused to refund any of our $2900 for the flights that they had refused to re-book and wouldn't give any vouchers or credit for future travel either. Since we were canceling so late, we also had to pay for two of the three hotel nights too. I would not recommend flying with Aeromexico but I'm also disappointed in the service (or lack there of) provided by Delta. Though they partner with Aeromexico and have a help desk in the airport, they did absolutely nothing to help us!",Detractor
" Flew Houston to San Jose. United Airlines flight had poor customer service, made me pay for a purse when I had flown Spirit to Houston and my bag fit under the seat easily. Quality is poor, I was terrified of flying Spirit but they surpass United easily. I hope more companies challenge the old airlines.",Detractor
"British Airways from London to Rome, almost perfect on my last 3 flights. Food was edible, the flight attendant very pleasant. The problem with them is their policy to make people pay to choose their seats, very Ryanair.",Promoter
"Flying from Denver to Ft Lauderdale with Spirit Airlines and my plane was diverted due to fog and had to land in Tampa. Waited on the Tarmac for 4 hours before they let us get off the plane. We were stranded in Tampa with no plane to get to Ft Lauderdale even after the weather cleared. We missed our cruise that left the port at Ft Lauderdale later that day, and we received nothing from Spirit in return. Their flights are cheap but if you factor in the baggage, the leg room other airlines have, and the complementary drinks/snacks it's well worth it to pay 10$ more to fly with another airline. When problems like this occur those other airlines will reimburse you. Spirit doesn't even have a customer service number you can call to speak with a human being. I lost over $2,000 on that trip because they didn't have a plan B in case of an emergency like such. I would encourage you to choose a different airline.",Detractor
"  New York JFK to Mexico City. I have been a long time customer of AeroMexico, and overall, I am happy to recommend AeroMexico. All of their planes lean to new or recently renovated, their fares are competitive, and their service is competent. On this trip I was flying JFK-MEX-ACA. The MEX ACA route is an E190, and basically so short (45 minutes) that it is not worth reviewing. Only comment I have there is that I am not a huge fan of gate-bus-gangway flights that Aeromexico opts for for its E190s, as a result of having more planes than Terminal 2 at CdMx can handle. The flight from JFK was great, with only a few hiccups. Checking in at a Premier Clase desk is usually a speedy affair, though this time they could not give me a connecting boarding pass for the Acapulco leg until I got to the gate - they said that check in was not open for that flight - something that has never happened to me on this route before (with identical itinerary). Boarding was easy enough - though I would advise travellers to find and line up in their zone early - there tends to be a rush, and overhead space is always at a premium owing to the seemingly lax enforcement to carry-on rules. It always seems that the ""personal"" bag is the same size as the carry on. The staff was polite, and the announcements clear (and they did get my connecting boarding pass printed). So now on to the Boeing 787 and Clase Premiere, I love this plane. By far the best I have flown. The configurations differ",Promoter
Flew in July Sydney to Milan via Beijing round trip. Great price for the trip service on board was excellent on all sectors much to my surprise after reading reviews beforehand. Food although average it was plentiful and there were many drink runs throughout. Staff were also very accommodating and professional despite the language barrier but that was expected as it is a Chinese Airline. I will definitely fly Air China more in the future and they should be commended for their onboard service.,Promoter
I took Shanghai Airlines 767 (China Eastern Subsidiary) from Singapore to PVG then hopped on a China Eastern A340-600 on the long trip to JFK. Then a couple months later did the same thing in reverse. I loved my experience although such long flights are tough the China Eastern crew made it seem shorter. I am 6'4 so when I politely asked check-in attendants if they had any leg room seats I got them both times with no hassle and no extra charge which would never happen on any U.S. airlines. Food was decent entertainment was decent. But then again I don't fly for the food and entertainment. Staff was great and that's what counts.,Promoter
" Miami to Philadelphia. Truly honest opinion, I will never use this airline again. This was booked via my credit card points but next time, I will use more points. Countless delays, for fuel, then the ramp closed due to lightning but lightning happened 30 minutes prior to the ramp opening again. Lack of updates from the crew doesn't help. Oh and the ramp was closed due to lightning but they could fuel the plane, seriously! I also will add, there was a flight attendants that smelled something burning then proceeded to ask another attendant 8-9' away. The attendant that asked ignored when I stated at least twice that I also smelled something. There will not be a next time for this airline.",Detractor
" Sydney to Canberra. Amazing how QF treats it's Lifetime Gold/ concurrent OneWorld Emerald customers - with utter contempt! Arriving in Sydney after 40 hours of flying half way around the world my flight into SYD was 40 minutes late with more delays waiting on the taxiway for a gate, i.e. a total delay of about 1 hour (although not QFâ€˜s fault). It then took more than 20 minutes for priority baggage to be delivered. Upon arriving 45 minutes before departure of the connecting flight trying to check in at the transfer desk for my connecting flight I was told, after some discussions in relation to the ticket, everything was fine but that the flight had now closed 2 minutes ago and the check-in staff refused to rebook me on the next flight but told me to go CX (the delayed flight) to have the ticket reissued although the original ticket was issued by. After some marathon throughout Sydney airport, CX reissued the ticket which was then not accepted by QF. Instead, and to add insult to injury, QF charged me an additional $200 for reissuing the ticket. Upon my question if I could book a frequent flyer flight, I was then told that i could not book a flight using frequent flyer points as this was not possible on the same day (I have now found out that this was incorrect).In the past QF waived the change fee in such instances, i.e. circumstance beyond the customerâ€˜s control), but I guess profit is now more important than providing a service to premium customers. After some 10 years of Platinum with QF and now Lifetime Gold and OneWorld Emerald, QF certainly needs to lift its game to get me back as customer.",Detractor
"Traveled with British Airways ORD-LHR last month World Traveller on the way out and Club World on the return. Connected to DSM via American Airlines and could see a marked difference in the level of service as well as the hard product. Flew on a B777 both ways and was impressed with the amount of room both in economy and business. USB ports 1 in economy and 2 in business and large entertainment screens. The food in economy was better than I have had on domestic (US) first class and the pitch was comfortable for my 6'1"" frame. Attentive cabin staff who made sure I was comfortable. Drink service in Club world was excellent a good Rose Cointreau and Tanqueray. Lie flat bed fairly comfortable and was able to sleep for 3-4 hours. Due to changes in travel plans I had to pay a change ticket fee but even with that and the cost to upgrade to Club World I felt that I got more than my money's worth. 1 free checked bag for World Traveller and then 3 free with Club World made navigating the airport a breeze. Will fly British Airways the next chance I get.",Promoter
"  Colombo to Dubai with flydubai. 2 hours delay on way out. 5 hours delay on way back. 1 announcement, no flydubai staff available. Staff in Colombo assured us that our connections would be rebooked even on other airlines. Once we got to Dubai, of course they denied this and refused to help in any way. We had to buy new one way tickets to CPH (GBP1000). Captain came on PA and never came back. We were given 1 juice carton and 2 half disgusting sandwiches after 3 hours at CMB. Final insult is that they still charged for everything on board, they probably made a fortune as everyone was so hungry and thirsty. Total time travelling 11 hours, with no free water. Then 1 hour wait for luggage at DXB. 99% of passengers on that flight will never travel with them again. The lower price is a false economy. Be warned!",Detractor
Fantastic service from Perth to Johannesburg in Business Class. The plane to Johannesburg appeared to be older one and not the new Airbus I thought it would be. However the flight from Johannesburg to Perth was the new airbus and what a difference that made. The cabin staff were extremely courteous and efficient both ways. However wondering why on the Perth to Johannesburg flight the cabin crew kept the toilet at the top of the business class section to themselves - leaving the rest of the business class passengers with two toilets. This did not happen on the return flight. Food was delicious both ways. All in all a very pleasant flight.,Promoter
"In Orlando my plane had mechanical problems so we were over an hour late leaving, which then made me miss my connecting flight. This happens and I understand that. However, the way I was treated in Philly was inexcusable and the compensation was worse! First after missing my connecting flight I was told to go to Customer Service, which was a very long walk. Then there was a line with over 100 people in it, so I had to stand in line for well over 90 minutes, late at night. By 11pm, I was given a ticket for the next morning flight, no apology and no hotel. I was supposed to sleep in the airport. They would not even help me find a hotel, they gave me a phone number, in which I had to walk to a second customer service desk to use their phone and they couldn't even tell me a hotel close by to use. I called the phone number for hotels, but the quota for airline hotels was booked up by this time and I was left on my own to find a hotel, book it and pay for it. I have a disability, and I asked for a cart to help me through the airport, I was denied. The ticket girl, told me it wasn't that far to walk. Yes, it was! I ended up googling hotel, found one close by and got my own transportation to it. Caught my flight the next morning. When I called Customer Service and complained they reimbursed me less than half the cost of my hotel and gave me reward points that are useless.",Detractor
"  Bergen to London Heathrow. I was a Gold executive member for years and raved about BA. Sadly that has hugely changed. This year I flew from London to Frankfurt with my daughter and we had to buy food on board. I found this highly irregular, especially for a mainstream airline. Today I flew from Bergen to London and again experience ended this! This is disgusting! BA charge way higher prices than others and very much more than the cheapie lines and now also charge for food in economy. The entire executive team should be fired. And BA have lost another client!",Detractor
LHR-DEL-BKK return. First leg to Delhi (777-3ER) in the night dinner was served as well as breakfast both delicious. Flight attendants happy to help Delhi T3 is clean and modern and the transit was smooth. Second flight A321 with inflight entertainment! Again a meal and flight attendants happy to help. Return flights seemed to be even better Delhi transit again smooth meals were great small delay to LHR due to congestion at DEL but made up for it. Flight attendants were polite and again helpful. 773ER inflight entertainment is great though a little bit hit and miss! No issues with baggage would recommend.,Promoter
"OZ107/OZ541 - 11 Sep NRT-ICN-FRA. Both flights departed on time. The cabins had been well maintained and as usual the Asiana staff on the ground and on board were impeccably groomed and gracious. A late brunch style meal was offered to ICN and it was ample and very well prepared. The crew could not have been more professional. Ex ICN we were seated in the upper deck. I was pleasantly surprised to find the overhead bin large enough for my hand carry (no checked luggage). While the seat is the older type it was comfortable and fully functioning. The on board service was the usual ""5 star"" Asiana product. I can't speak highly enough of the calibre of the OZ crews. We arrived on time and well fed and rested.",Promoter
