Review,NPS
"I was flying from Dublin to JFK NY on July 30 flight 291. I got the impression that serving the needs of the passengers was not a priority. I had reported to a flight attendant about some good amount of water sloshing around in the lavatory. It was slippery and the dirty liquid had got on my shoes and clothing. The flight attendant replied that she did not think the liquid was water and was not going to touch it. I do not understand why it could not have been mopped up. I think is was very inappropriate of the Airline to not train their flight attendants in mopping up unpleasant ""spills"" in the lavatories and providing them the sanitary means of doing so. This was upsetting to me to have to use lavatories with unsanitary conditions on an airline! The American Airline website makes it very difficult to send a complaint to. I think this is very important for them to see this and to correct it. I gave the airline poor ratings and do not plan to fly it again.",Detractor
"They say the cheapest things end up being the most expensive, except in this case it wasn't that cheap to start with! on our Wizz Air journey to Budapest the board said gate will open in 1 minute, suddenly changed to 30min delay. At the new time it was meant to leave it finally gives you a gate. Walked to the gate. We weren't boarding, we were just being hulled into a tiny room when the plane had not arrived. We were there like cattle, no chairs, everyone really close together for about 40 minutes! We saw the plane land and people disembark. We finally boarded, already running 1.5hrs late. Then we sat on the plan for a further 1 hr 20 minutes- due to ""busy air traffic"". There was no communication, just insincere apologies and not even a soft drink as compensation. We considered getting the Wizz insurance for the return journey in view of this experience but all you get in return is Wizz Air credit and we had already decided that never again with Wizz Air, and also didn't think it could get worse. We were wrong! Return journey 3 days later. Flight originally on time, gate to open in 1 minute, gate opens B4. 3 0secs later delayed by 1.5hrs. This then increases to 2.5 hrs. Then it changes to please go to voucher desk. No one is at the voucher desk they asked us to go to. All the passengers are now through to an area that only has one shop and an upper crust so there is nothing to do. And no going back to the main area with all the shops and restaurants as we needed to pass a further security check point to get to this unmanned desk. Finally 25 min after they asked us to get to that desk someone arrives with no info, but a Â£5 voucher for food. He explains there is no Wizz representative in Budapest and he is not sure why there is a delay but thinks it's weather related. Food runs out from the upper crust as that's the only place we can use the voucher. Board changes to boarding so we head to gate. We were lucky to have managed to get some food - however, when the status changed to boarding, people were still queuing up for the voucher in the most inefficient process ever made. Once again, boarding did not mean boarding. It meant being huddled into a cold shed with no chairs, waiting for the flight to arrive and disembark. It ended up taking off over 3hrs after it should have. I was shocked with how inefficient, how uncommunicative, how disorganised Wizz Air was. **NEEDS EDITNG DOWN",Detractor
" You get what you pay for. Worst airline experience ever. We arrived at the the airport 2+ plus hours before scheduled departure. I saw that the flight was delayed by 30 minutes. The flight was pushed until 11:30 am and didn't actually take off until 12:11 pm. We decided to walk around and buy gifts for for our family inside AMS airport. We get back to the bag drop area and are informed that we wouldn't be able to check in and would not be allowed to get on the flight. Keep in mind that this was at 09:47 am which is 1 hour and 43 minutes prior to delayed departure time. We go the help desk and the one agent didn't get to us until 10:02. She was rude when speaking to us. Instead of the normal bumping and compensation, I think that easyJet turned it on the customer under the â€œonline checkin closes 2 hours prior to scheduled departureâ€ clause. It does not specify on the email airport counter closes at that same time.",Detractor
"  Washington to Johannesburg return via Amsterdam. I chose KLM for this trip because of an extremely attractive price offered at the time of booking. The price was so good I upgraded to Economy Comfort which I believe is worth the extra cost. Upon arrival in Amsterdam, I deplaned and set about exploring options for occupying my 3-hour layover. After using the facilities and finding an open seating area for some relaxation and online activities, I discovered that my cell phone in its clip-on holster was missing from my belt. Panic set in an I retraced my steps and searched wherever I had been. I checked in with Lost & Found and while sympathetic and very helpful, they did not have my phone. What a depressing start to my safari adventure. I resigned myself to the likelihood that my phone was gone and I'd have to pay to replace it upon return to the USA. I boarded my connecting flight and had just gotten settled when I was approached by one of the flight attendants who held out an object in a plastic bag and said, â€œI believe this is yours.â€ Life was good again. The phone had come un-clipped sometime during the first flight and fallen between the seat and the outside wall of the plane (I was in a window seat). The cleaning crew found it and turned it in along with the seat number where it was found. KLM staff researched the flight manifest and found my name and then looked up my itinerary and determined the next flight I would be on and forwarded the phone to the flight attendants on that flight. Now, that's what I consider service. Thank you KLM. I would also compliment KLM on the food and staff service. Both were great. I will be checking KLM first in the future when looking to book flights.",Promoter
"Lanzarote to Gatwick on 13th April. Flight itself was okay but on arrival we were ""parked"" a long way from the baggage reclaim area (for which the Captain apologised). After a 30 minute walk from the plane our problems began as we then waited another more than 2 hours for our luggage to arrive. Many flights that landed a long time after us received our bags and set off home far more promptly. BA have acknowledged they are responsible for the journey from ""start to finish"" but have gone on to advise that some parts of the operation are sub contracted including this part. Can't recommend BA because of this experience and because of the way our subsequent complaint has been handled. Not planning to use BA again because of this.",Detractor
"Terrible service, both at the counter and on the plane. Never told me I had to recheck my bags when I transfered and was very rude about the whole situation. Ended up not getting my bags and had to pick them up myself the next day. The people that are hired at these counters are terrible human beings.",Detractor
"  Taipei Songshan to Tokyo Haneda on board A330 Hello Kitty livery. Cute interior and music. Even toilet papers are Hello Kitty-related. Delicious in-flight fruit meal (requested beforehand). Cabin super clean with well-behaved passengers. All in all, a very pleasant economy class experience.",Promoter
"  Munich to Oslo. Paid for premium Economy got cattle class. Given boarding passes with the seats that we had reserved no problems at the check in counter. Got to the gate and our seats had been changed. Travel as a couple and shocked to find that we were no longer even in the same row, but squeezed between two other strangers. No space left for our bags the bins were filled by other passengers walking to the rear ended up put in the staff locker so could not access. No form of entertainment a very uncomfortable flight and certainly not what we had paid for. cabin crew seemed unfriendly and just going through the motions. I guess we were lucky only delayed for a short period before take-off but not a flight I would like to repeat in a hurry.",Detractor
  New Orleans to Fort Lauderdale. I was traveling with a group to a PMA convention. We got to the airport at the same time. The rest of my group was traveling with Southwestern. They were in the plane at the original flight time and called me to let me know. Spirit had just informed us that we were going to have an hour delay. I thought well only an hour. Ok I'll make arrangements. However as the night progressed we were informed again that there was a longer delay. At this point I realized that we were being lied to and I didn't appreciate hat at all. The lack of consideration to those of us waiting was obvious. There was no inclement weather in our area nor in the Houston area where the plane was coming from. I will never fly Spirit again nor would I recommend it to anyone. Very poor professionalism when a company does not value the time and inconveniences that you place on your customers.,Detractor
"  Vancouver to Taipei. I have flown EVA before and they are a great airline with excellent service. The service that is provided from the check in counter to airport destination is great. The comforts from amenity bag with pyjamas to the quality of food is excellent. The crew was attentive to needs and comfort. I was not sure how my ability to sleep would be on this flight given that the 747 does not have flatbed pods, however the seat reclines sufficiently and with enough adjustments to be comfortable enough for me to have slept 4 hours. I then took the connecting flight from TPE top BKK and again, on the 777 I could not have been more pleased again with EVA's service. This will be an experience to be repeated as soon as I am able. I appreciate their excellent service. I also appreciated being able to make meal selection online prior to check in.",Promoter
" Birmingham to Cape Town via Dubai. Booked flight online for myself, partner and my 16 year old daughter only to be asked at check in for her birth certificate and a lawyers letter to enter South Africa. At no point during the flight booking did it flag up the fact these documents were required. The man on check in kept referring to the need for a visa to enter South Africa hence the requirement for paper work. You do not need a visa to enter South Africa. Surely the need for birth certificates etc should be flagged on entering each passengers DOB to prevent this happening. I contacted the South African immigration whilst the man continued to deny my daughter and told that they would have had no problem allowing my 16 year old daughter to enter. Still she was refused. The customer service manager did not even take the time to listen to us. He appeared to take great delight in shattering my daughters long awaited visit to South Africa. Well done Emirates.",Detractor
"  Flew Oakland to Salt Lake City. Stop adding more boarding zones. Other airlines have a 30 minute flight turn around (land, deplane, clean, and board). Delta has trouble just boarding a jet in under 45 minutes. They are so inefficient.",Detractor
"  Newark to Manila via Beijing. We arrived to Newark via United, plane was on time. At check in Newark was informed the plane from Beijing to Manila would be late therby missing connection to Manila. We and 45 other passengers were given option overnight in Beijing or wait 11 hours in Newark airport for next flight to Beijing. The attendant said she would be back. She returned to tell us that now the other flight was overbooked and layover no longer possible in Beijing. Here take the 15$ meal coupons and wait here in Newark, and by the way you have to keep your luggage with you. 15$ only buys fast food in a US airport inally they changed again said they would put us on Cathay Pacific to Hong Kong to Manila. We still waited 11 hours had to go thru Cathay Pacific was great very helpful. We got to Manila after spending 11 hours in Newark thanks to Air China. I believe Air China uses ""load levelling"" we have heard of them doing this a lot. We bought the tickets in October 2018 for a January 17, 2019 flight. On the return trip our reservations said Feb 4 (we verified these at Manila hotel) at Manila airport, we are told reservations were changed Dec 1 2018 to Tuesday Feb 5 supposedly by email we did not see? We told them our previous story and they insisted we go on Tue February 5 so another day forced to wait in Manila. They made no effort to accomodate us or upgrade us coming home. That flight was ok and uneventful. The Manila to Beijing portion was on half full leading us to wonder how full was the previous days flight. Bottom line do not fly Air China unless you like being jerked around on both ends of your flight.",Detractor
"  San Antonio to Portland via Denver with Frontier Airlines. This review might be different than others in the sense that I was unable to even go on my trip. I was supposed to fly out of San Antonio. I got to the airport an hour and a half prior to departure with my electronic boarding passes from the Frontier app, as instructed when check-in done last night. I followed the sign that said ""drop bags,"" since I was pre-checked. I waited in line for approximately 25-30 mins, while realizing there was something wrong because only agent was taking at least 10-15 mins with each passenger. When my turn came (40 mins prior to departure) I was informed flight had been delayed to 3pm , and possibly 4pm since plane had not left Denver. I would lose my connection to Portland. I was told I would not make my connection in Denver today, so I could take their next flight, tomorrow afternoon. I was supposed to attend a national conference in Portland the next morning. They could not place me in Portland until the following evening. There was no assistance to place me on another airline's flight because as was told ""we have no alliance with any other airline."" My only option, get a refund and look for another flight myself. The ""refund process"" was started but I was not given a receipt because I was told, ""the email was sent, and once they approve it they will send you an email with information."" This is supposed to be within the next 7-10 days, I was informed. I was given a screenshot as receipt by the rep, who voiced being the manager on site, but who wasn't willing to give me his name, because of security reasons? I was unable to fly another airline because my other 2 options (late night flights) would cost me U$500 one-way. Needless to say, I went home extremely frustrated and sad at the lack of empathy, ethics, or responsibility from this airline. Not to mention the many other cancellations I had to do because of this irresponsibility. Do yourself a favor, pay a little more and fly an airline that will guarantee arrival at your destination, or who would graciously assist you to get on another flight, if need be.",Detractor
"No onboard entertainment unless you've downloaded their app (good luck finding that). Horrible seating I'm 5'4""' and my knees were jammed into the seat in front. I got massive leg swelling because there is no room to stretch your legs. Service is non-existent - you have to go to the back to even get water from the attendants. Food beyond awful. Lunch was a pasta with no sign of veggies a bread roll something that was supposed to be a potato salad with 1 olive on top and little sign of potato and a cookie. 4 carbs no fruit and no veg? This was advertised as a Lufthansa flight operated by Air Canada it wasn't a discount fare and we didn't know it was a Rouge flight until we boarded. Never again! Shame on you Air Canada! These flights were Lufthansa 6625 May 10 and Lufthansa 6624 May 24. Wonder if Lufthansa knows that AC is destroying its reputation with this dreadful service.",Detractor
Just returned from Huatulco Mexico. Booked our trip back in August with Air Canada. At the time had a choice of 3 airlines and even though Air Canada cost more money booked with them anyway as in the past were very happy with service flight and experience. Found out 2 weeks prior to our trip that we'd be flying Air Canada Rouge instead. Not at all a similar experience. Flight attendants were inexperienced and one was very rude. Airplane was freezing when we boarded in Toronto. Overall a horrible experience both ways. Won't book Air Canada again as there is no guarantee we'd be flying with them instead of Air Canada Rouge.,Detractor
"I've travelled several times on Emirates nearly all within the Gulf region short economy class flights all fairly decent. This was my first Business Class ""long haul"" London - Dubai then Dubai - Dammam in economy as Business class was full on that sector. I have to say the reality doesn't live up to the hype. The lounge at Heathrow is nice decent selection of food. The flight was full and that told on the cabin crew who looked tired. Inflight entertainment was the best part of the journey. The seat wasn't as comfortable as some carrier I've used the food just a little above the economy standard and the wines middle of the road. No amenity bag toothbrush and razor are in little plastic bags in the toilets. Arriving at Dubai I went to use the Business lounge before my onward connection but was refused access as my onward connection was in economy. Other airlines I've travelled allow access if you have travelled inward on a Business ticket. All in all an average Business class experience but not as exceptional as the publicity would make you believe. Oh Sorry on the onboard bar was a nice touch if only it hadn't closed so early.",Passive
" I travelled with my mum from Zhengzhou to Toronto via Guangzhou. I would like to say thanks to the staff in Zhengzhou airport check in I just realised I have to apply for the ETA before I get in to Canada when I arrived in the Zhengzhou airport on my fly day. I was so worried that I might miss my flight, and my mum who cannot speak English has to go to Canada alone, etc. But the Zhengzhou airport check in desk people helped me to get the approve of ETA as soon as they can before the flight check in closed.",Promoter
Flight from Zurich to Newark on a brand new Airbus A330. Seats comfortable great service with very attentive and nice flight attendants. The Inflight entertainment is very good. Sleeping on the lie-flat beds is very appreciable. Flight on time. I highly recommend SWISS.,Promoter
GRU-BOG-MEX - good performance GRU-BOG on A330 and BOG-MEX on A320 both with good seating and individual IFE. Food and beverages fine friendly competent crew. BOG-MEX with quite a delay as some luggage had to be unloaded officially missing passengers but from what was unloaded more likely wrong freight. Check-in in Bogota was one of the longest I had in many months despite only baggage drop! If my check-in time was typical you should calculate some 60 minutes!,Promoter
" Casablanca to Mexico City via Frankfurt. I had a very unpleasant situation in Casablanca airport with what is called ground force agent that represent Lufthansa in Morocco. I had a visa to my final destination and a layover in Frankfurt which is legal according to EU regulation, but the agent that represent Lufthansa insisted in refusing to offer me a boarding pass because I don't have transit visa while according to E.U regulation Moroccans who are transiting through Frankfurt do not need schengen visa. I had to show to the agent my job certificate in order to get the boarding pass (which is not appropriate with Lufthansa rules or any rules of that matter). I like the company but the agents that represent them are unqualified for the job. Now, I want to book another flight to another country (and I have a visa to my final destination) but the unpredictability and unprofessional service of the agents in Casablanca airport make me nervous about the whole situation. These agents should be aware of the EU laws before working with a European company.",Detractor
Flew from Delhi to Coimbatore and then from Chennai to Kolkata. This is an outstanding low-cost airline. I couldn't really find any fault with them! All staff were very friendly professional and helpful the planes were modern and spotless the captain gave informative and friendly announcements before during and after the flight the food and drinks were good quality and reasonably priced,Promoter
"  Istanbul to Singapore via Jeddah. When we arrived to Singapore, we learned that our luggage was lost. Anyway, we went to lost and found to get information and fill the required forms. Responsible staff informed us that our luggage will be delivered within 24 hours but this was not true. We called hotline everyday to get information and also we checked global trace system everyday to get any good news and also we sent lots of e-mail to customer relations of SA airlines. As a summary, we used all channels that we can use. Of course, we could not get any response. We supposed that our luggage will not be able to be found anytime. We bought something to survive such as shoes, clothes and 4 days later suddenly our luggage was delivered to our hotel and we were shocked. Could you imagine such a period that you are in as a customer? They managed the process very unprofessional and amateur, no information, no compensation etc. One week later we went to airport for departure, we requested an authorized person to talk and explain. She came and gave us an e-mail address of her manager to send mail to demand our rights. Also they gave us 75USD for 1 person as compensation in the airport but they also said this is just for temporary action, company will pay also for 4 days delay and also purchasing items cost that you bought to survive. We came back to our country and sent e-mail to manager and she said that 'according to our policy, is to give 75$ US or equivalent in local currency for the delay of the baggage and for the inconvenience of our guests'. My ticket has just 1 stop in Jeddah but after Jeddah, we did not go to Singapore directly. First, we went to Kuala Lumpur then Singapore. In Kuala Lumpur, we were not allowed to go out from the plane just waited for one hour for new passengers.",Detractor
"  Had a flight from Yangon to Siem Reap via Bangkok with AirAsia. Found out at check in that a bag fee 36$ per leg of the trip - 72$ in total for a small bag that I've been able to carry on all other international flights. Our seats had virtually no leg space, it was quite uncomfortable and I am only 5'7"". They only had the option to buy meals and I could not get water or any other drink without paying an additional fee, we asked for water and they smiled and shook their head but they gladly made several trips down the aisle trying to sell teddy bears, perfume, etc.",Detractor
"  Manchester to Johannesburg via Paris CDG with Air France. The premium economy is amazing and worth the extra you pay for it. It was superb flying premium economy with amazing food, drink and inflight entertainment. The seats are very comfy and the check-in is a lot quicker and easier. I would probably recommend that more drinks are provided during a long haul flight though. Overall I am a very happy customer.",Promoter
"  Abu Dhabi to Manchester. A very average business class flight on Etihad. The A330 had a dated look and the business cabin feels cramped when its busy, as was the case on this flight to Manchester. All seats feel narrow but aisle seats are to be avoided as aisles are very narrow and you are likely to bumped by everyone who walks past. The crew were ok, not particularly warm or friendly and there was no personalized greeting from the purser or cabin manager. Food was okay. Better than on the flights to Asia, but with apparent cost cutting from previous standards. The tomato soup tasted like tinned and the beef cheek was ok, but not business class standard. The supposedly ""ripe boutique cheeses"" were a joke. A wedge of tasteless cheddar and very unripe and flavourless brie. I had a steak sandwich later which was ruined by a huge piece of gristle which I almost choked on. Etihad don't have separate boarding for business class passengers so you have to queue up in the airbridge with everyone else. On a positive note the flight departed on time and arrived early, helped by a heavily padded schedule. In both hard and soft product Etihad lags a long way behind Qatar Airways and Emirates with the food particularly in need of improvement. Not worth paying for unless you can get a free upgrade or use miles.",Detractor
"Copenhagen to Palanga. I was surprised at the low quality of the SAS Scandinavian experience. The flight was cancelled with no informational to why. I was not given the information required under EC 261 relating to compensation for cancelled flights until I asked for it. We were rebooked on a later flight. It was delayed. Our luggage didn't make it with us. It was delivered later than promised. When I filed with SAS for the EU-mandated compensation, I find that it will be 3-4 weeks until SAS responds to my request. I fail to understand how a major airline can take that long to respond to a problem. In short, service is poor and customer service is worse. . This is the worst service I've experienced for a long time on a major airline.",Detractor
"  Seattle to Hong Kong with Delta. A very nice flight. Ground staff helped me to check in as the self-service kiosk couldn't cope with me taking a one-way flight, so got checked in super quick. Adequate and reasonable food. Plenty of alcohol. The FA just said started pouring the wine and said, 'You tell me when to stop'. Frequent offers of water throughout the flight. Plenty of movies to watch on the IFE. Good earphones. Polite FA's on the whole. Amenities kit provided. Flight left on time. No complaints at all.",Promoter
"Flight from HKG-SVO-DUS-SVO-HKG. From HKG SU213 with new Boeing 777. Comfortable seat food ok. Served wine Staff friendly. Flight on time. Flight SU2436 to DUS delayed 40 minutes with no information. Boarding and check-in in DUS for flight SU 2537 and SU 212 very poor. I'm a Skyteam priority passenger from China Southern Airlines Aeroflot don't accepted the ""elite plus"" card same. No invitation to the lounge I had 1 kg excess baggage - not accepted. No requested seat for all flights. Aeroflot is am Skyteam member but does not follow the Skyteam rules. In Moscow Airport access to the Lounge but no priority Boarding. Seat in A330 a little small. Entertainment ok. Flight on time. The ticket fee was steep but service and own rules should be improved. I will not use this airline in the future.",Passive
LHR-DXB-LHR. First flight on the Emirates A380. Compared to B777 seats were wider but legroom felt the same. Flight was quieter and smoother than B777. Check in in LHR was good with no queuing and friendly staff. Check-in in DXB no so good 20 minute queue with certain locals known to Airline staff being allowed to jump queue. Check in agent did not smile once. Boarding on both flights very efficient with no queuing or crowding on aircraft or airbridge. Service on outbound flight no so good no drinks served until after meal only one trolley drink service and no breakfast or food before early morning 6.30am arrival. Long wait for trays to be collected. Service on return better with drinks service before and after meal and light afternoon staff. Again long wait for trays to be cleared. Adequate number of toilets on flights with no significant queuing. In flight entertainment superb with good quality screen let down by poor control sensitivity.,Passive
"  Miami to San Francisco. Never have I experienced such delays for no apparent reason other than the flight was late to begin with - they boarded us two hrs late, as soon as the prior flight de boarded. Bathrooms filthy, no beverage service, other than warm water. After boarding they notified us that we would be sitting in the plane for another two hours. Not a full flight so we found some seats to stretch out in, as soon as I got comfortable in my new seat I was informed that I had to relocate to my original cell of torture - again, for no apparent reason. The attendant begrudgingly gave me warm water as if! Suffice it to say, I will avoid flying this airline at all costs.",Detractor
"I was about to fly to Munchen from Tallin via Riga and my baggage allowance was 20kg. First time, When I weigh my baggage it was 22 kg. So they said I need to pay 50 euro more, I repacked again and it was 21 kg - kept saying I needed to pay 50 euro more, I did it again, and it was 20.kg. kept saying, Need to pay 50 euro more. Finally I made it 20.00 kg again and got on the board. I had repacked three times to make it exactly. What a stupid system - they have no flexibility.",Detractor
" My flight from Boston to Gatwick was canceled. I lost connecting flight, because airline failed to place me in London before Tuesday, and the cancelled flight was on Friday. - there were no available flights for 5 days. I ended up canceling my hotels, my trip, everything. Their customer service is just so poor. There was no communication to me. I only found out about flight cancellation when I got to the airport. I had to spend hours on the phone first trying to rebook and then cancelling the trip. I understand its a cheap airline, but save your money and book with a reputable airline. My cancelled trip ended up costing me more",Detractor
"  Delta is always an excellent experience I flew from New York JFK to Boston and found the flight crew nice and friendly. Even on a short flight the attention you get from the flight attendants was excellent. Seats were nice and comfortable, enough legroom and space. Ground crew were helpful. I have flown with many airlines and I still think Delta is one of the best.",Promoter
"  Kansas city to Ft Lauderdale. This airline does not even deserve 1 star, unfortunately that is the lowest rating available. I will never fly on Spirit Airline again! When we first booked the tickets we thought we were getting a good deal on the price. Spirit Airlines nickel and dimed us for everything from the seats to the luggage. We had 2 of the smallest checked bags (which were the same price as the carry on) and the cheapest seats. We had one lay over there, and one on the way back. We had to pay for seats each time. By the time we paid for the bare minimums the trip cost us as much as it would if we had gone through a good airline such as American or Southwest. We needed to change flights more than 4 days in advance. Spirit tried to charge us almost $600 more! Yet the flight time, duration, and miles are the exact same for the day before and the scheduled day! The airplanes were dirty, outdated and uncomfortable. Customer service is rude. They would not stop interrupting me and made it very clear they did not care.",Detractor
" Hong Kong to Osaka. The journey started off with a visit to ""The Wing"" one of Cathay's First Class Lounges for breakfast and relaxation. The flight was an 8am departure, but Check-In was not opened until 5.30am even though there were earlier flights departing with hardly any Cathy personnel around to assist. Being a One World Emerald member it does make the Airport experience much smoother. It's great to see priority boarding enforced and an on time departure to my next holiday destination. The Cabin Crew were outstanding, very hospitable and welcoming. I was even greeted personally by the Supervisor and Cabin Manager thanking me for flying with One World. Since it was Breakfast, the meal was average but did taste very good. Lastly, my absolute favourite part was the new plane model, and from seat comfort to IFE, everything was new and Fresh.",Promoter
"  Las Vegas to San Jose. Newer A320 between San Jose and Las Vegas. The flight is comfortable. I paid extra $20 to seat at 2nd row, but my carry-on baggage can not be put on row 2 cabinets which is reserved for row 1 seats even though there are spaces available, and row 3 cabinets are all full because passengers boarded first, I was forced to put my carry-on bag under seat and couldn't stretch my legs, or put it far away from my seat. This is the first time I couldn't use cabinets on top of my seats on an airplane after more than 40 years traveling around world, and it's the first time I take Frontier airlines.",Detractor
From boarding to arrival an exceptional experience with Air New Zealand from YVR to AKL. Comfortable seat both in upright and fully flat configuration. Pleasant cabin ambiance with cool colours and fresh looking environment. Food choices were ample and my fish was prepared just right. Limited but good quality wines and a wide array of other beverages including champagne and several beer labels. FA's were nothing short of outstanding with smiles all around even after 14 hours in the air. IFE had a rich library of movies and music. Flight departed and landed on time.,Promoter
"ORD-NRT C Class. FA's would go out of their way to cater to requests and the needs of passengers. It's not too often that you would hear a ""sorry no"" from them. And if the answer happened to be a ""sorry but no."" it would be followed by ""however perhaps we can do this..."" and would be followed by an alternative solution. The seat while not fully flat was comfortable enough for the Transpacific flight and decent entertainment options on the AVOD. Lavatories were frequently cleaned by the FA's and fairly decent sets of amenities were made available to C Class passengers. Second (or third) meal service anytime by request is great since you can eat at your own timing. Lobster Curry was tasty. Excellent ground staff service both at ORD and NRT.",Promoter
"  Another unpleasant flight with Vueling from London Gatwick to Barcelona. It started off with an announced 45 minute delay some three hours before the scheduled time. As seems to be the habit with Vueling, boarding only started when it was already time to depart. No explanation or apology was offered. Once on the plane, the cabin staff rushed everybody to please get to their seats quickly in order to minimise the delay. Everybody complied only to then find nothing happening for almost another hour. No engine start, no air conditioning, no water provided and once again no explanations or apologies. After more than half an hour waiting in a hot cabin, a few additional passengers came trickling in, then later some more. So a passenger behind me asked a flight attendant what the heck was going on and what or who we were waiting for. The answer was barked back at him rudely, saying we were waiting to pick up more stranded passengers from other flights Vueling had messed up. He then ridiculed the complaint saying it wasn't in the airline's interest either to have the plane sitting around idle and we weren't doing this for fun. Again not a trace of an apology or even comprehension that the airline might be failing customer expectations. Ultimately we arrived in Barcelona after midnight which left most public transport options unavailable and most passengers were forced to take expensive taxis home. The only apologies ever offered were part of the arrival announcement and rambled quickly into the PA mic. Tight seat spacing, the limited choice of reasonable quality food and drinks and the complete lack of entertainment or connectivity options were as usual on Vueling, special observations. When in control of the booking, I'd prefer almost any other low cost carrier over this one.",Detractor
"  Boston to St. Louis. Avoid this company if possible. I purchased tickets online for business. I paid the insurance fee, an option provided BY American Airlines. Due to a snow-storm I needed to reschedule. When I tried to reschedule, I was only permitted to delay by a few days. I wanted to wait until the following week, and stick to my Mon-Fri schedule instead of arriving mid-week. They would not accommodate me this way. I could only reschedule within a limited time-frame. Any other flight at any other time would be full price. When I informed them about my insurance, I was told they don't actually have any, and I must contact the insurer directly, even though they haven't told me who that insurer is. All I could do was cancel the flight. Even though I opted for the insurance, certain flights are non-refundable (mine) so they should not have allowed the system to offer me insurance. Now that the flight is cancelled, even though the took my money, I didn't even get any mileage credits, and they will no longer provide me with a receipt so I can be reimbursed by my employer. This company has built-in anti-consumer policies, are dishonest, and likely to scam you through what they consider standard practices. All airlines in America overcharge, use hidden fees, and continually diminish the quality of their service while raising prices. It's hard to stand out as the worst in a world of terrible, but AA has absolutely done so.",Detractor
HEL-CPH-HEL 16 September 2013. Booked my first flight with Norwegian and it turned out to be my worst air travel experience. Low cost airline service: paying for every little service (baggage seat selection drinks) separately is not for me. I cannot recommend to anyone. Wifi didn't work.,Detractor
Terminal staff very disorganized. Could have been better. Form required by US no readily available to those in the back of the line. Much lost time with filling out this form. The cabin service was very slow. We sat with trays ready for pick up for 45 minutes. This was very inconvenient for those of us that needed to get up to use washsrooms. Not very friendly either. The flight from Frankfurt was delayed in takeoff and the Copenhagen to Chicago flight was delayed. I am still recommending SAS for the price that I paid.,Passive
"  Paris to Toronto via Reykjavik. Okay the price was right, the planes are new and flight attendants were gracious. But be ready for flight delays - up to 6 hours in our worst case. The lost baggage customer service at WOW is totally ineffective! Our bags were lost for 13 days. The friendly-enough baggage customer service people basically just said what we wanted to hear but no real idea where the bags actually were - we were being lied to. 13 days of multiple phone calls waiting from 40 min to 2 hours to get through to customer service. First the bags were found still in Toronto, then Iceland, then Paris then being still held up in Toronto Customs? There is no reason or desire for Customs to hold outbound bags as confirmed by a phone call to Customs. Throughout the whole time we were told our bags would be delivered to our home, so after an additional 3 days of our bags at the Paris airport the bags were delivered only as far as the Brussels airport when we were told to go pick them up - a â‚¬30 train ride away. Upon pick-up it was a last straw that one of the main handles was completely ripped off the bag - grossly mishandled to be in this condition in WOW air's care. Putting in a claim they very quickly came back with a response and a lecture about it being only minor damage and wouldn't affect the usage of the bag? What? You mean the main handle you use to put it in the trunk of your car, up/down stairs at airports, onto trains etc. The fact that it was unsafe to use because of the shards was totally lost on them. It wasn't the retractable handle, or a wheel, or a heavy bag that they used as justification to deny the claim. They completely ignored the fact that I had a real out-of-pocket expense for the train ticket. Continued correspondence with them is just completely ignored except for an immediate auto response that the email was 'noted'. Even the auto responses are irregular",Detractor
24 Nov Tel Aviv to Rome Rome to Barcelona. (Cruise Barcelona to Ft. Lauderdale). 15 Dec Miami to Rome. 16 Dec Rome to Tel Aviv. Punctual Pleasant and efficient. Excellent flights. Requested meals served. Would recommend and would definitely fly again.,Promoter
"Washington Dulles to Bogota return on Avianca A319. Seats were comfortable with enough legroom for me (1.8 meters tall) and wide choice of videos and music. A small meal and snack were served during the 5 hour flights. Going to Bogota, my seat (11D) did not recline because exit row was behind, but purser came by and offered to move me to an aisle seat further back. Much better seats, IFE, food and service than UA or AA.",Promoter
"Washington to San Diego. My last experience on United Airlines domestic flight was plesant. From booking to online check-in process, baggage drop off at the airport, boarding process - everything went perfect. United Airlines Premium Economy product is quite good and the additional legroom is very good. Overall staff experience was good!",Promoter
"Air Canada Rouge from Toronto to Barbados on May 12th. The worst flight of my life! I am only 5'2"" and I have to say it was tight for me. The seats recline about 4 inches in total. When the person in front of my seat reclined the back of the seat was in my face! I felt sorry for the fellow in the window seat who was over 6' tall. I really don't know how he managed for the 5hr plus flight. His legs were stretched out the entire time so that he could fit into the seat. 2 guys behind me were hacking and coughing for the entire flight (not the fault of Rouge - but they should have worn masks or not be allowed on the plane). The staff was great and were cheerful throughout the entire flight. The overhead luggage bins are smaller than those on other planes. Then I discovered one of the reasons the bin space was further limited was that the crew had at least 3 of their bags in the bins so the paying customers had even less space for their items. I hope that reviews like this will be taken into consideration and that Rouge is not used on flights to Barbados. Also the seats were hard and uncomfortable. For 2 days since the flight my back and neck have been in a terrible state. I will not fly Air Canada again between Barbados and Toronto until more comfortable planes are in use.",Detractor
